aa,1903
ce,1021
ab,2800
ae,702
ad,1158
ag,2814
af,1611
ee,1210
cb,2310
ca,1236
ef,2570
ea,903
ac,899
ec,1227
cd,2375
gg,1373
gf,2526
ge,1274
gd,686
gc,294
gb,1270
ga,2437
cc,747
ed,3280
eg,828
bd,1215
be,442
bf,139
bg,1344
ba,3335
bb,990
bc,2205
df,1173
dg,964
dd,1849
de,2758
db,1725
dc,2556
da,731
fa,1320
fb,206
fc,132
fd,1251
fe,2860
ff,686
fg,2483
eb,321
cg,189
cf,168
